            [852229] | main() {
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.039 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.036 us [852229] |     memory_operand();
   0.037 us [852229] |     memory_operand();
   0.037 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.038 us [852229] |     memory_operand();
   0.035 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.037 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.037 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.035 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.035 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.045 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.046 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimm_or_0_operand();
   0.035 us [852229] |     ix86_hardreg_mov_ok();
   0.038 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.047 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.036 us [852229] |     memory_operand();
   0.046 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.047 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.047 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.040 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.047 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.045 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.046 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.046 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.038 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.039 us [852229] |     nonimm_or_0_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimm_or_0_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.037 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.037 us [852229] |     memory_operand();
   0.037 us [852229] |     memory_operand();
   0.038 us [852229] |     memory_operand();
   0.037 us [852229] |     memory_operand();
   0.038 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.037 us [852229] |     memory_operand();
   0.037 us [852229] |     memory_operand();
   0.038 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.038 us [852229] |     memory_operand();
   0.038 us [852229] |     memory_operand();
   0.036 us [852229] |     memory_operand();
   0.056 us [852229] |     nonimmediate_or_sse_const_operand();
   0.042 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.037 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.044 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.043 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.043 us [852229] |     nonimmediate_or_sse_const_operand();
   0.042 us [852229] |     register_operand();
   0.035 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.047 us [852229] |     nonimmediate_or_sse_const_operand();
   0.043 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.037 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.035 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.035 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.044 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.049 us [852229] |     nonimmediate_or_sse_const_operand();
   0.042 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.039 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.039 us [852229] |     ix86_hardreg_mov_ok();
   0.043 us [852229] |     nonimmediate_or_sse_const_operand();
   0.040 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.039 us [852229] |     ix86_hardreg_mov_ok();
   0.043 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.050 us [852229] |     nonimmediate_or_sse_const_operand();
   0.042 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.048 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.047 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.043 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.040 us [852229] |     register_operand();
   0.039 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.040 us [852229] |     register_operand();
   0.038 us [852229] |     ix86_hardreg_mov_ok();
   0.054 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.041 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.037 us [852229] |     ix86_hardreg_mov_ok();
   0.042 us [852229] |     nonimmediate_or_sse_const_operand();
   0.039 us [852229] |     register_operand();
   0.036 us [852229] |     ix86_hardreg_mov_ok();
   0.040 us [852229] |     nonimmediate_or_sse_const_operand();
   0.038 us [852229] |     register_operand();
   0.035 us [852229] |     ix86_hardreg_mov_ok();
   1.076 us [852229] |     df_note_add_problem();
   0.126 us [852229] |     bitmap_clear();
   0.044 us [852229] |     bitmap_clear();
   0.043 us [852229] |     bitmap_clear();
   0.034 us [852229] |     bitmap_clear();
   0.037 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.034 us [852229] |     bitmap_clear();
   0.037 us [852229] |     bitmap_clear();
   0.142 us [852229] |     bitmap_clear_bit();
   0.042 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.119 us [852229] |     df_grow_insn_info();
   0.035 us [852229] |     bitmap_clear();
   0.045 us [852229] |     bitmap_clear_bit();
   0.054 us [852229] |     bitmap_clear_bit();
   0.042 us [852229] |     bitmap_clear_bit();
   0.041 us [852229] |     bitmap_clear_bit();
   0.043 us [852229] |     bitmap_clear_bit();
   0.043 us [852229] |     bitmap_clear_bit();
   0.041 us [852229] |     df_grow_insn_info();
   0.042 us [852229] |     bitmap_clear();
   0.041 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.035 us [852229] |     bitmap_clear();
   0.037 us [852229] |     bitmap_clear();
   0.403 us [852229] |     bitmap_equal_p();
   0.103 us [852229] |     bitmap_ior_into();
   0.063 us [852229] |     bitmap_ior_into();
   0.053 us [852229] |     bitmap_ior_into();
   0.053 us [852229] |     bitmap_ior_into();
   0.039 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.035 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.047 us [852229] |     bitmap_clear_bit();
   0.041 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.042 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.061 us [852229] |     bitmap_clear_bit();
   0.040 us [852229] |     bitmap_clear_bit();
   0.034 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.042 us [852229] |     bitmap_clear();
   0.040 us [852229] |     bitmap_clear();
   0.035 us [852229] |     bitmap_clear();
   0.157 us [852229] |     bitmap_bit_p();
   0.035 us [852229] |     bitmap_clear();
   0.050 us [852229] |     bitmap_bit_p();
   0.047 us [852229] |     bitmap_clear_bit();
   0.043 us [852229] |     bitmap_bit_p();
   0.041 us [852229] |     bitmap_bit_p();
   0.039 us [852229] |     bitmap_bit_p();
   0.042 us [852229] |     bitmap_clear();
   0.038 us [852229] |     bitmap_bit_p();
   0.052 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_bit_p();
   0.036 us [852229] |     bitmap_bit_p();
   0.036 us [852229] |     bitmap_bit_p();
   0.037 us [852229] |     bitmap_clear();
   0.039 us [852229] |     bitmap_bit_p();
   0.041 us [852229] |     bitmap_bit_p();
   0.109 us [852229] |     rtx_alloc();
   0.046 us [852229] |     bitmap_clear_bit();
   0.040 us [852229] |     bitmap_bit_p();
   0.045 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_bit_p();
   0.036 us [852229] |     bitmap_bit_p();
   0.036 us [852229] |     bitmap_bit_p();
   0.035 us [852229] |     bitmap_bit_p();
   0.036 us [852229] |     bitmap_bit_p();
   0.036 us [852229] |     bitmap_bit_p();
   0.038 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_bit_p();
   0.040 us [852229] |     bitmap_clear_bit();
   0.038 us [852229] |     bitmap_bit_p();
   0.039 us [852229] |     bitmap_clear();
   0.035 us [852229] |     bitmap_bit_p();
   0.041 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_bit_p();
   0.039 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_bit_p();
   0.038 us [852229] |     bitmap_bit_p();
   0.037 us [852229] |     bitmap_bit_p();
   0.035 us [852229] |     bitmap_bit_p();
   0.040 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_bit_p();
   0.040 us [852229] |     bitmap_bit_p();
   0.039 us [852229] |     bitmap_bit_p();
   0.036 us [852229] |     bitmap_bit_p();
   0.038 us [852229] |     bitmap_clear();
   0.039 us [852229] |     bitmap_clear();
   0.040 us [852229] |     bitmap_clear();
   0.035 us [852229] |     bitmap_clear();
   0.173 us [852229] |     df_clear_flags();
            [852229] |     side_effects_p() {
   0.058 us [852229] |       side_effects_p();
            [852229] |       side_effects_p() {
            [852229] |         side_effects_p() {
   0.067 us [852229] |           side_effects_p();
   0.069 us [852229] |           side_effects_p();
            [852229] |     side_effects_p() {
   0.039 us [852229] |       side_effects_p();
            [852229] |       side_effects_p() {
            [852229] |         side_effects_p() {
   0.041 us [852229] |           side_effects_p();
   0.037 us [852229] |           side_effects_p();
            [852229] |     side_effects_p() {
            [852229] |       side_effects_p() {
            [852229] |         side_effects_p() {
   0.039 us [852229] |           side_effects_p();
   0.036 us [852229] |           side_effects_p();
   0.038 us [852229] |       side_effects_p();
            [852229] |     side_effects_p() {
            [852229] |       side_effects_p() {
            [852229] |         side_effects_p() {
   0.038 us [852229] |           side_effects_p();
   0.039 us [852229] |           side_effects_p();
   0.038 us [852229] |       side_effects_p();
            [852229] |     side_effects_p() {
            [852229] |       side_effects_p() {
            [852229] |         side_effects_p() {
   0.038 us [852229] |           side_effects_p();
   0.038 us [852229] |           side_effects_p();
   0.038 us [852229] |         side_effects_p();
   0.046 us [852229] |       side_effects_p();
            [852229] |     side_effects_p() {
   0.039 us [852229] |       side_effects_p();
   0.041 us [852229] |       side_effects_p();
            [852229] |     side_effects_p() {
   0.039 us [852229] |       side_effects_p();
   0.038 us [852229] |       side_effects_p();
            [852229] |     side_effects_p() {
   0.037 us [852229] |       side_effects_p();
   0.136 us [852229] |     bitmap_clear();
   0.052 us [852229] |     bitmap_clear_bit();
   0.047 us [852229] |     bitmap_clear_bit();
   0.043 us [852229] |     bitmap_clear_bit();
   0.042 us [852229] |     bitmap_clear_bit();
   0.038 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.038 us [852229] |     bitmap_clear();
   0.111 us [852229] |     ggc_realloc();
   0.135 us [852229] |     ggc_realloc();
   0.596 us [852229] |     modified_in_p();
   0.056 us [852229] |     modified_in_p();
   0.114 us [852229] |     modified_in_p();
   0.058 us [852229] |     modified_in_p();
   0.086 us [852229] |     modified_in_p();
   0.116 us [852229] |     single_set_2();
   0.051 us [852229] |     modified_in_p();
   0.057 us [852229] |     modified_in_p();
   0.053 us [852229] |     modified_in_p();
   0.055 us [852229] |     single_set_2();
   0.048 us [852229] |     modified_in_p();
   0.045 us [852229] |     modified_in_p();
   0.055 us [852229] |     modified_in_p();
   0.049 us [852229] |     modified_in_p();
   0.082 us [852229] |     modified_in_p();
   0.041 us [852229] |     single_set_2();
   0.045 us [852229] |     modified_in_p();
   0.044 us [852229] |     modified_in_p();
   0.044 us [852229] |     modified_in_p();
   0.049 us [852229] |     single_set_2();
   0.097 us [852229] |     ggc_realloc();
   0.220 us [852229] |     alloc_loop();
   0.206 us [852229] |     bb_loop_header_p();
   0.090 us [852229] |     side_effects_p();
   0.047 us [852229] |     side_effects_p();
            [852229] |     side_effects_p() {
            [852229] |       side_effects_p() {
   0.038 us [852229] |         side_effects_p();
   0.039 us [852229] |         side_effects_p();
            [852229] |     side_effects_p() {
            [852229] |       side_effects_p() {
   0.037 us [852229] |         side_effects_p();
   0.038 us [852229] |         side_effects_p();
   0.069 us [852229] |     single_set_2();
            [852229] |     side_effects_p() {
   0.036 us [852229] |       side_effects_p();
   0.037 us [852229] |       side_effects_p();
   0.094 us [852229] |     rtx_alloc();
   0.043 us [852229] |     side_effects_p();
   0.041 us [852229] |     side_effects_p();
   0.052 us [852229] |     single_set_2();
   0.189 us [852229] |     flow_loops_free();
   0.117 us [852229] |     et_free_pools();
   0.106 us [852229] |     ggc_round_alloc_size();
   4.545 us [852229] |     ggc_realloc();
   0.348 us [852229] |     df_set_regs_ever_live();
            [852229] |     df_update_entry_exit_and_calls() {
   0.075 us [852229] |       bitmap_clear();
   0.052 us [852229] |       bitmap_clear();
   0.050 us [852229] |       bitmap_clear();
   0.045 us [852229] |       bitmap_clear();
   0.040 us [852229] |     bitmap_clear();
   0.039 us [852229] |     bitmap_clear();
   0.038 us [852229] |     bitmap_clear();
   0.037 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.035 us [852229] |     bitmap_clear();
   0.038 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.055 us [852229] |     bitmap_clear_bit();
   0.043 us [852229] |     bitmap_clear_bit();
   0.040 us [852229] |     bitmap_clear_bit();
   0.048 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.054 us [852229] |     bitmap_clear_bit();
   0.034 us [852229] |     bitmap_clear_bit();
   0.040 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.034 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.035 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_clear_bit();
   0.037 us [852229] |     bitmap_clear();
   0.034 us [852229] |     bitmap_clear();
   0.040 us [852229] |     bitmap_clear();
   0.039 us [852229] |     bitmap_clear();
   0.036 us [852229] |     bitmap_clear();
   0.051 us [852229] |     bitmap_bit_p();
   0.036 us [852229] |     bitmap_clear();
   0.040 us [852229] |     bitmap_bit_p();
   0.044 us [852229] |     bitmap_clear_bit();
   0.036 us [852229] |     bitmap_bit_p();
   0.036 us [852229] |     bitmap_bit_p();
